Key;HostName;HostTypeID;ActiveUser;OS;OSArchitecture;BiosSerial;SystemManufacturer;LastBootUpTime;SystemProductName;BuildNumber;ONC;Status;Kommentar;LetzteAenderung;isNew
PC-CORP-149__7EE9AE9;PC-CORP-149;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;7EE9AE9;FUJITSU;29.01.2020 13:07:57;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1162,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-150__A3D0388;PC-CORP-150;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;A3D0388;FUJITSU;29.01.2020 13:08:02;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1163,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-151__3E54A06;PC-CORP-151;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;3E54A06;FUJITSU;29.01.2020 13:07:53;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1164,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-152__444AB74;PC-CORP-152;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;444AB74;FUJITSU;29.01.2020 13:08:00;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1165,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-153__F392679;PC-CORP-153;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;F392679;FUJITSU;29.01.2020 13:07:50;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1166,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-154__3206ED5;PC-CORP-154;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;3206ED5;FUJITSU;29.01.2020 13:08:01;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1167,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-155__D2796D4;PC-CORP-155;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;D2796D4;FUJITSU;29.01.2020 13:08:03;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1168,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-156__0CA9BEF;PC-CORP-156;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;0CA9BEF;FUJITSU;29.01.2020 13:07:49;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1169,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-157__DC90E8F;PC-CORP-157;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;DC90E8F;FUJITSU;29.01.2020 13:07:51;ESPRIMO E420;7601;[12,1]\[12,2]\[18,4]\[18,5]\[1170,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-158__5F46411;PC-CORP-158;Arbeitsstation;COMPANY\user109;Microsoft Windows 7 Professional;64-Bit;5F46411;TOSHIBA;23.01.2020 03:05:18;Satellite Pro R50-B;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1252,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-159__601ADC2;PC-CORP-159;Arbeitsstation;COMPANY\user110;Microsoft Windows 7 Professional;64-Bit;601ADC2;TOSHIBA;24.01.2020 09:51:41;Satellite Pro R50-B;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1253,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-160__50D5754;PC-CORP-160;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;50D5754;FUJITSU;30.01.2020 08:07:50;ESPRIMO Q520;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1255,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-161__19B21BC;PC-CORP-161;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;19B21BC;FUJITSU;30.01.2020 08:36:53;ESPRIMO Q520;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1256,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-162__FD49987;PC-CORP-162;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;FD49987;FUJITSU;30.01.2020 10:25:38;ESPRIMO E900;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1257,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-163__3E94646;PC-CORP-163;Arbeitsstation;COMPANY\user111;Microsoft Windows 7 Professional;64-Bit;3E94646;FUJITSU;30.01.2020 07:54:18;ESPRIMO E900;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1258,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-164__3E69B40;PC-CORP-164;Arbeitsstation;COMPANY\user112;Microsoft Windows 7 Professional;64-Bit;3E69B40;FUJITSU;30.01.2020 07:53:56;ESPRIMO E900;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1259,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-165__B6D6C96;PC-CORP-165;Arbeitsstation;COMPANY\user113;Microsoft Windows 7 Professional;64-Bit;B6D6C96;FUJITSU;30.01.2020 07:54:18;ESPRIMO E900;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1260,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-166__7929259;PC-CORP-166;Arbeitsstation;COMPANY\user114;Microsoft Windows 7 Professional;64-Bit;7929259;FUJITSU;30.01.2020 07:53:59;ESPRIMO E900;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1261,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-167__5406447;PC-CORP-167;Arbeitsstation;COMPANY\user115;Microsoft Windows 7 Professional;64-Bit;5406447;FUJITSU;30.01.2020 07:56:18;ESPRIMO E900 E90+;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1262,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-168__BE97618;PC-CORP-168;Arbeitsstation;COMPANY\user116;Microsoft Windows 7 Professional;64-Bit;BE97618;FUJITSU;30.01.2020 07:53:48;ESPRIMO E900;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1263,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-169__528B5BE;PC-CORP-169;Arbeitsstation;COMPANY\user117;Microsoft Windows 7 Professional;64-Bit;528B5BE;FUJITSU;30.01.2020 07:45:47;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1264,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-170__C209651;PC-CORP-170;Arbeitsstation;COMPANY\user118;Microsoft Windows 7 Professional;64-Bit;C209651;FUJITSU;30.01.2020 09:42:21;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1265,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-171__3F612D7;PC-CORP-171;Arbeitsstation;COMPANY\user119;Microsoft Windows 7 Professional;64-Bit;3F612D7;FUJITSU;30.01.2020 09:42:34;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1266,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-172__99A1E97;PC-CORP-172;Arbeitsstation;COMPANY\user113;Microsoft Windows 7 Professional;64-Bit;99A1E97;FUJITSU;30.01.2020 07:46:02;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1267,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-173__9F8A64C;PC-CORP-173;Arbeitsstation;COMPANY\user120;Microsoft Windows 7 Professional;64-Bit;9F8A64C;FUJITSU;30.01.2020 08:45:46;ESPRIMO E920;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1268,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-174__1CF2670;PC-CORP-174;Arbeitsstation;COMPANY\user121;Microsoft Windows 7 Professional;64-Bit;1CF2670;FUJITSU;30.01.2020 07:46:09;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1269,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-175__DADDE29;PC-CORP-175;Arbeitsstation;COMPANY\user122;Microsoft Windows 7 Professional;64-Bit;DADDE29;FUJITSU;30.01.2020 07:45:36;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1270,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-176__E09B23F;PC-CORP-176;Arbeitsstation;COMPANY\user123;Microsoft Windows 7 Professional;64-Bit;E09B23F;FUJITSU;30.01.2020 07:48:25;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1271,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-177__DAA0A28;PC-CORP-177;Arbeitsstation;COMPANY\user124;Microsoft Windows 7 Professional;64-Bit;DAA0A28;FUJITSU;30.01.2020 09:42:29;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1272,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-178__DEFD43F;PC-CORP-178;Arbeitsstation;COMPANY\user125;Microsoft Windows 7 Professional;64-Bit;DEFD43F;FUJITSU;30.01.2020 09:42:24;ESPRIMO E420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1273,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-179__07FB5DC;PC-CORP-179;Arbeitsstation;COMPANY\user126;Microsoft Windows 7 Professional;64-Bit;07FB5DC;TOSHIBA;30.01.2020 10:40:14;Satellite Pro R50-B;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1274,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-180__C6035DA;PC-CORP-180;Arbeitsstation;COMPANY\user127;Microsoft Windows 7 Professional;64-Bit;C6035DA;FUJITSU;27.01.2020 10:09:45;ESPRIMO P420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1276,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-181__82B1A8B;PC-CORP-181;Arbeitsstation;COMPANY\user128;Microsoft Windows 7 Professional;64-Bit;82B1A8B;FUJITSU;30.01.2020 10:02:22;ESPRIMO P420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1277,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-182__2124B5F;PC-CORP-182;Arbeitsstation;COMPANY\user129;Microsoft Windows 7 Professional;64-Bit;2124B5F;FUJITSU;20.01.2020 07:19:11;ESPRIMO P420;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1278,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-183__76F52DF;PC-CORP-183;Arbeitsstation;COMPANY\user130;Microsoft Windows 7 Professional;64-Bit;76F52DF;Hewlett-Packard;30.01.2020 07:53:51;HP Compaq dc5700 Microtower;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1279,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-184__AC03556;PC-CORP-184;Arbeitsstation;COMPANY\user131;Microsoft Windows 7 Professional;64-Bit;AC03556;Hewlett-Packard;30.01.2020 07:56:02;HP Compaq dc5700 Microtower;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1280,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-185__64CB809;PC-CORP-185;Arbeitsstation;COMPANY\user132;Microsoft Windows 7 Professional;64-Bit;64CB809;HP;28.01.2020 14:38:06;HP ProBook 450 G3;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1281,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-186__92D55C9;PC-CORP-186;Arbeitsstation;;Microsoft Windows 7 Professional;64-Bit;92D55C9;HP;30.01.2020 09:10:00;HP ProBook 450 G3;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1282,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-123__04B9A9E;PC-CORP-123;Arbeitsstation;COMPANY\user133;Microsoft Windows 7 Professional;64-Bit;04B9A9E;VMware, Inc.;13.02.2019 10:29:17;VMware Virtual Platform;7601;[14,1]\[14,2]\[23,4]\[23,5]\[1284,6]\[Allgemein,130]\[Microsoft Windows 7 Professional,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-187__B45B550;PC-CORP-187;Arbeitsstation;COMPANY\user134;Microsoft Windows 11 Enterprise;64-Bit;B45B550;Dell Inc.;24.04.2026 07:37:15;OptiPlex 7070;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[1319,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-188__06BCE66;PC-CORP-188;Arbeitsstation;COMPANY\user135;Microsoft Windows 11 Enterprise;64-Bit;06BCE66;Dell Inc.;15.01.2026 10:04:01;OptiPlex 3070;26100.3194;[1,1]\[1,2]\[2,4]\[2,5]\[1323,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-189__922FFD2;PC-CORP-189;Arbeitsstation;COMPANY\user136;Microsoft Windows 10 Enterprise;64-Bit;922FFD2;Dell Inc.;12.05.2026 09:11:08;OptiPlex 7070;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1345,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-190__7802CD1;PC-CORP-190;Arbeitsstation;COMPANY\user137;Microsoft Windows 10 Enterprise;64-Bit;7802CD1;Dell Inc.;20.10.2025 07:19:16;OptiPlex 7070;19045.6332;[1,1]\[1,2]\[2,4]\[2,5]\[1346,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-191__EDF692B;PC-CORP-191;Arbeitsstation;COMPANY\user138;Microsoft Windows 11 Enterprise;64-Bit;EDF692B;Dell Inc.;05.05.2026 12:56:56;OptiPlex 3070;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1350,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-192__D04DB4F;PC-CORP-192;Arbeitsstation;COMPANY\user139;Microsoft Windows 11 Enterprise;64-Bit;D04DB4F;Dell Inc.;12.05.2026 11:59:51;OptiPlex 7070;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1351,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-193__97B0C66;PC-CORP-193;Arbeitsstation;COMPANY\user140;Microsoft Windows 11 Enterprise;64-Bit;97B0C66;Dell Inc.;21.01.2026 09:26:08;OptiPlex 3070;26100.3194;[1,1]\[1,2]\[2,4]\[2,5]\[1352,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-194__47C6C6C;PC-CORP-194;Arbeitsstation;COMPANY\user141;Microsoft Windows 10 Enterprise;64-Bit;47C6C6C;Acer;09.09.2025 07:01:07;Aspire A317-51;19045.5965;[1,1]\[1,2]\[2,4]\[2,5]\[1520,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-195__AEA757F;PC-CORP-195;Arbeitsstation;COMPANY\user141;Microsoft Windows 11 Enterprise;64-Bit;AEA757F;Acer;21.11.2025 08:31:46;Aspire A317-51;26100.6584;[1,1]\[1,2]\[2,4]\[2,5]\[1521,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-196__CD0D539;PC-CORP-196;Arbeitsstation;COMPANY\user142;Microsoft Windows 10 Enterprise;64-Bit;CD0D539;Acer;22.04.2026 12:17:57;Aspire A317-51;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1522,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-197__1C63382;PC-CORP-197;Arbeitsstation;COMPANY\user142;Microsoft Windows 10 Enterprise;64-Bit;1C63382;Acer;16.04.2026 09:03:19;Aspire A317-51;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1523,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-198__8068A8A;PC-CORP-198;Arbeitsstation;COMPANY\user143;Microsoft Windows 11 Enterprise;64-Bit;8068A8A;Acer;09.04.2026 12:28:59;Aspire A317-51;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[1524,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-199__19CE511;PC-CORP-199;Arbeitsstation;COMPANY\user144;Microsoft Windows 10 Enterprise;64-Bit;19CE511;Acer;09.10.2025 14:17:49;Aspire A317-51;19045.5608;[1,1]\[1,2]\[2,4]\[2,5]\[1525,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-200__2418789;PC-CORP-200;Arbeitsstation;COMPANY\user031;Microsoft Windows 10 Enterprise;64-Bit;2418789;Acer;17.03.2025 07:04:59;Aspire A317-51;19044.2965;[1,1]\[1,2]\[2,4]\[2,5]\[1527,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-201__F574361;PC-CORP-201;Arbeitsstation;COMPANY\user145;Microsoft Windows 11 Enterprise;64-Bit;F574361;Acer;20.04.2026 15:06:46;Aspire A317-51;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[1528,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-202__DE9A386;PC-CORP-202;Arbeitsstation;COMPANY\user146;Microsoft Windows 10 Enterprise;64-Bit;DE9A386;Acer;08.09.2025 06:49:05;Aspire A317-51;19045.5965;[1,1]\[1,2]\[2,4]\[2,5]\[1529,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-203__DA0DC82;PC-CORP-203;Arbeitsstation;COMPANY\user147;Microsoft Windows 10 Enterprise;64-Bit;DA0DC82;Acer;13.04.2026 14:09:16;Aspire A317-51;19045.5965;[1,1]\[1,2]\[2,4]\[2,5]\[1530,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-204__A339A28;PC-CORP-204;Arbeitsstation;COMPANY\user148;Microsoft Windows 11 Enterprise;64-Bit;A339A28;Acer;10.04.2026 13:27:17;Aspire A317-51;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[1532,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-205__B98154F;PC-CORP-205;Arbeitsstation;COMPANY\user148;Microsoft Windows 11 Enterprise;64-Bit;B98154F;Acer;02.03.2026 15:20:09;Aspire A317-51;26100.7840;[1,1]\[1,2]\[2,4]\[2,5]\[1533,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-206__B9F00FB;PC-CORP-206;Arbeitsstation;COMPANY\user149;Microsoft Windows 10 Enterprise;64-Bit;B9F00FB;Acer;18.12.2025 08:06:50;TravelMate P278-M;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1539,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-207__FC95CDE;PC-CORP-207;Arbeitsstation;;Microsoft Windows 10 Enterprise;64-Bit;FC95CDE;VMware, Inc.;17.12.2025 16:48:17;VMware20,1;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1547,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-208__96E5CD6;PC-CORP-208;Arbeitsstation;COMPANY\user150;Microsoft Windows 11 Enterprise;64-Bit;96E5CD6;Dell Inc.;05.05.2026 13:03:53;OptiPlex 3080;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1574,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-209__0CCC323;PC-CORP-209;Arbeitsstation;COMPANY\user151;Microsoft Windows 10 Enterprise;64-Bit;0CCC323;Dell Inc.;06.11.2025 11:17:08;OptiPlex 3080;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1577,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-210__53A4F8D;PC-CORP-210;Arbeitsstation;COMPANY\user152;Microsoft Windows 10 Enterprise;64-Bit;53A4F8D;Dell Inc.;07.04.2026 12:02:01;OptiPlex 3080;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1579,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-211__4A7E8B6;PC-CORP-211;Arbeitsstation;COMPANY\user153;Microsoft Windows 11 Enterprise;64-Bit;4A7E8B6;Dell Inc.;05.05.2026 13:06:07;OptiPlex 3080;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1580,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-212__DE624A8;PC-CORP-212;Arbeitsstation;COMPANY\user154;Microsoft Windows 11 Enterprise;64-Bit;DE624A8;Dell Inc.;05.05.2026 13:02:39;OptiPlex 3080;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1581,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-213__048765F;PC-CORP-213;Arbeitsstation;COMPANY\user155;Microsoft Windows 10 Enterprise;64-Bit;048765F;Dell Inc.;08.01.2026 07:36:04;OptiPlex 7070;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1592,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-214__81122D5;PC-CORP-214;Arbeitsstation;COMPANY\user156;Microsoft Windows 10 Enterprise;64-Bit;81122D5;Dell Inc.;13.03.2026 07:55:59;OptiPlex 7070;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1601,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-215__35416BB;PC-CORP-215;Arbeitsstation;COMPANY\user157;Microsoft Windows 10 Pro;64-Bit;35416BB;Dell Inc.;22.01.2026 10:03:19;Latitude E7470;18362.1256;[1,1]\[1,2]\[2,4]\[2,5]\[1635,6]\[Allgemein,130]\[Microsoft Windows 10 Pro,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-216__01D9705;PC-CORP-216;Arbeitsstation;COMPANY\user158;Microsoft Windows 10 Enterprise;64-Bit;01D9705;Dell Inc.;10.03.2023 10:26:24;OptiPlex 3080;18363.2274;[1,1]\[1,2]\[2,4]\[2,5]\[1837,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-217__19E2247;PC-CORP-217;Arbeitsstation;;Microsoft Windows 11 Enterprise;64-Bit;19E2247;Dell Inc.;05.05.2026 12:55:59;OptiPlex 3080;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1842,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-218__821F3DE;PC-CORP-218;Arbeitsstation;COMPANY\user159;Microsoft Windows 11 Enterprise;64-Bit;821F3DE;Dell Inc.;13.04.2026 12:38:49;OptiPlex 3080;26100.8037;[1,1]\[1,2]\[2,4]\[2,5]\[1843,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-219__46C0D9B;PC-CORP-219;Arbeitsstation;COMPANY\user009;Microsoft Windows 10 Enterprise;64-Bit;46C0D9B;Dell Inc.;10.02.2026 08:34:29;OptiPlex 3080;19045.6456;[1,1]\[1,2]\[2,4]\[2,5]\[1853,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-220__2AE9FEF;PC-CORP-220;Arbeitsstation;COMPANY\user160;Microsoft Windows 10 Enterprise;64-Bit;2AE9FEF;Dell Inc.;19.01.2026 09:19:02;Latitude E7470;19044.3803;[1,1]\[1,2]\[2,4]\[2,5]\[1868,6]\[Allgemein,130]\[Microsoft Windows 10 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
PC-CORP-221__EBD8517;PC-CORP-221;Arbeitsstation;COMPANY\user161;Microsoft Windows 11 Enterprise;64-Bit;EBD8517;Dell Inc.;05.05.2026 12:38:22;OptiPlex 3060;26100.8246;[1,1]\[1,2]\[2,4]\[2,5]\[1894,6]\[Allgemein,130]\[Microsoft Windows 11 Enterprise,131];Neu;;2026-05-18T11:57:15.361Z;true
